camara,comision,nombre,bloque,cargo
senado,De Justicia y Asuntos Penales,"GUZMÁN CORAITA, Gonzalo",LA LIBERTAD AVANZA,Presidente
senado,De Justicia y Asuntos Penales,"PAGOTTO, Juan Carlos",LA LIBERTAD AVANZA,Vocal
senado,De Justicia y Asuntos Penales,"BULLRICH, Patricia",LA LIBERTAD AVANZA,Vocal
senado,De Justicia y Asuntos Penales,"JUEZ, Luis Alfredo",LA LIBERTAD AVANZA,Vocal
senado,De Justicia y Asuntos Penales,"VISCHI, Eduardo Alejandro",UCR - UNIÓN CÍVICA RADICAL,Vocal
senado,De Justicia y Asuntos Penales,"LOSADA, Carolina",UCR - UNIÓN CÍVICA RADICAL,Vocal
senado,De Justicia y Asuntos Penales,"HUALA, María Victoria",FRENTE PRO,Vocal
senado,De Justicia y Asuntos Penales,"ARCE, Carlos Omar",FRENTE RENOVADOR DE LA CONCORDIA SOCIAL,Vocal
senado,De Justicia y Asuntos Penales,"ÁVILA, Beatriz Luisa",INDEPENDENCIA,Vocal
senado,De Justicia y Asuntos Penales,"MENDOZA, Sandra Mariela",CONVICCIÓN FEDERAL,Vocal
senado,De Justicia y Asuntos Penales,"LÓPEZ, María Florencia",JUSTICIALISTA,Vocal
senado,De Justicia y Asuntos Penales,"BENSUSÁN, Daniel Pablo",JUSTICIALISTA,Vocal
senado,De Justicia y Asuntos Penales,"BAHL, Adán Humberto",JUSTICIALISTA,Vocal
senado,De Justicia y Asuntos Penales,"CAPITANICH, Jorge Milton",JUSTICIALISTA,Vocal
senado,De Justicia y Asuntos Penales,"SORIA, Martín",JUSTICIALISTA,Vocal
senado,De Justicia y Asuntos Penales,"ABAD, Maximiliano",UCR - UNIÓN CÍVICA RADICAL,Vocal
senado,De Justicia y Asuntos Penales,"MONTE DE OCA, Maria Belén",DESCONOCIDO,Vocal
senado,De Legislación General,"MÁRQUEZ, Nadia Judith",LA LIBERTAD AVANZA,Presidente
senado,De Legislación General,"ABDALA, Bartolomé Esteban",LA LIBERTAD AVANZA,Vocal
senado,De Legislación General,"BULLRICH, Patricia",LA LIBERTAD AVANZA,Vocal
senado,De Legislación General,"JUEZ, Luis Alfredo",LA LIBERTAD AVANZA,Vocal
senado,De Legislación General,"ABAD, Maximiliano",UCR - UNIÓN CÍVICA RADICAL,Vocal
senado,De Legislación General,"SUÁREZ, Rodolfo Alejandro",UCR - UNIÓN CÍVICA RADICAL,Vocal
senado,De Legislación General,"HUALA, María Victoria",FRENTE PRO,Vocal
senado,De Legislación General,"CARAMBIA, José María",MOVERE POR SANTA CRUZ,Vocal
senado,De Legislación General,"ESPÍNOLA, Carlos Mauricio",PROVINCIAS UNIDAS,Vocal
senado,De Legislación General,"MENDOZA, Sandra Mariela",CONVICCIÓN FEDERAL,Vocal
senado,De Legislación General,"BENSUSÁN, Daniel Pablo",JUSTICIALISTA,Vicepresidente
senado,De Legislación General,"RECALDE, Mariano",JUSTICIALISTA,Vocal
senado,De Legislación General,"GIMÉNEZ NAVARRO, María Celeste",JUSTICIALISTA,Vocal
senado,De Legislación General,"KIRCHNER, Alicia Margarita Antonia",JUSTICIALISTA,Vocal
senado,De Legislación General,"SORIA, Martín",JUSTICIALISTA,Vocal
senado,De Legislación General,"REJAL, Fernando",JUSTICIA SOCIAL FEDERAL,Vocal
senado,De Legislación General,"GUZMÁN CORAITA, Gonzalo",LA LIBERTAD AVANZA,Vocal
senado,"De Minería, Energía y Combustibles","FAMA, Flavio Sergio",UCR - UNIÓN CÍVICA RADICAL,Presidente
senado,"De Minería, Energía y Combustibles","CERVI, Mario Pablo",LA LIBERTAD AVANZA,Vocal
senado,"De Minería, Energía y Combustibles","GODOY, Juan Cruz",LA LIBERTAD AVANZA,Vocal
senado,"De Minería, Energía y Combustibles","OLIVERA LUCERO, Bruno Antonio",LA LIBERTAD AVANZA,Vocal
senado,"De Minería, Energía y Combustibles","ATAUCHE, Ezequiel",LA LIBERTAD AVANZA,Vocal
senado,"De Minería, Energía y Combustibles","COTO, Agustín Pedro",LA LIBERTAD AVANZA,Vocal
senado,"De Minería, Energía y Combustibles","FULLONE, Enzo Paolo",LA LIBERTAD AVANZA,Vocal
senado,"De Minería, Energía y Combustibles","JURI, Mariana",UCR - UNIÓN CÍVICA RADICAL,Vocal
senado,"De Minería, Energía y Combustibles","GALARETTO, Eduardo Horacio",UCR - UNIÓN CÍVICA RADICAL,Vocal
senado,"De Minería, Energía y Combustibles","CRISTINA, Andrea Marcela",FRENTE PRO,Vocal
senado,"De Minería, Energía y Combustibles","ROYÓN, Flavia Gabriela",PRIMERO LOS SALTEÑOS,Vocal
senado,"De Minería, Energía y Combustibles","CARAMBIA, José María",MOVERE POR SANTA CRUZ,Vocal
senado,"De Minería, Energía y Combustibles","CORROZA, Julieta",LA NEUQUINIDAD,Vocal
senado,"De Minería, Energía y Combustibles","MOISÉS, María Carolina",CONVICCIÓN FEDERAL,Vocal
senado,De Población y Desarrollo Humano,"GODOY, Juan Cruz",LA LIBERTAD AVANZA,Vocal
senado,De Población y Desarrollo Humano,"ALVAREZ RIVERO, Carmen",LA LIBERTAD AVANZA,Vocal
senado,De Población y Desarrollo Humano,"OROZCO, María Emilia",LA LIBERTAD AVANZA,Vocal
senado,De Población y Desarrollo Humano,"BENEGAS LYNCH, Joaquín Alberto",LA LIBERTAD AVANZA,Vocal
senado,De Población y Desarrollo Humano,"LOSADA, Carolina",UCR - UNIÓN CÍVICA RADICAL,Vocal
senado,De Población y Desarrollo Humano,"VALENZUELA, Mercedes Gabriela",UCR - UNIÓN CÍVICA RADICAL,Vocal
senado,De Población y Desarrollo Humano,"HUALA, María Victoria",FRENTE PRO,Vocal
senado,De Población y Desarrollo Humano,"GADANO, Natalia Elena",MOVERE POR SANTA CRUZ,Vocal
senado,De Población y Desarrollo Humano,"MENDOZA, Sandra Mariela",CONVICCIÓN FEDERAL,Vocal
senado,De Población y Desarrollo Humano,"BENSUSÁN, Daniel Pablo",JUSTICIALISTA,Vocal
senado,De Población y Desarrollo Humano,"GONZÁLEZ, María Teresa Margarita",JUSTICIALISTA,Vocal
senado,De Población y Desarrollo Humano,"GIMÉNEZ NAVARRO, María Celeste",JUSTICIALISTA,Vocal
senado,De Población y Desarrollo Humano,"MARKS, Ana Inés",JUSTICIALISTA,Vocal
senado,De Población y Desarrollo Humano,"KIRCHNER, Alicia Margarita Antonia",JUSTICIALISTA,Vocal
senado,De Población y Desarrollo Humano,"MARQUEZ, Nadia Judith",DESCONOCIDO,Vocal
senado,De Población y Desarrollo Humano,"VISCHI, Eduardo",DESCONOCIDO,Vocal
senado,De Presupuesto y Hacienda,"MONTEVERDE, Agustín Aníbal",LA LIBERTAD AVANZA,Presidente
senado,De Presupuesto y Hacienda,"ABDALA, Bartolomé Esteban",LA LIBERTAD AVANZA,Vocal
senado,De Presupuesto y Hacienda,"BULLRICH, Patricia",LA LIBERTAD AVANZA,Vocal
senado,De Presupuesto y Hacienda,"SCHNEIDER, Silvana Lorena",UCR - UNIÓN CÍVICA RADICAL,Secretario/a
senado,De Presupuesto y Hacienda,"VIGO, Alejandra María",PROVINCIAS UNIDAS,Vocal
senado,De Presupuesto y Hacienda,"ÁVILA, Beatriz Luisa",INDEPENDENCIA,Vocal
senado,De Presupuesto y Hacienda,"ANDRADA, Guillermo Eduardo",CONVICCIÓN FEDERAL,Vocal
senado,De Presupuesto y Hacienda,"JURI, Mariana",UCR - UNIÓN CÍVICA RADICAL,Vocal
senado,De Presupuesto y Hacienda,"OLIVERA LUCERO, Bruno Antonio",LA LIBERTAD AVANZA,Vocal
senado,De Presupuesto y Hacienda,"ATAUCHE, Ezequiel",LA LIBERTAD AVANZA,Vocal
senado,De Presupuesto y Hacienda,"GOERLING LARA, Enrique Martín",FRENTE PRO,Vocal
senado,De Presupuesto y Hacienda,"TERENZI, Edith Elizabeth",DESPIERTA CHUBUT,Vocal
senado,De Presupuesto y Hacienda,"FAMA, Flavio Sergio",UCR - UNIÓN CÍVICA RADICAL,Vocal
senado,De Relaciones Exteriores y Culto,"PAOLTRONI, Francisco Manuel",LA LIBERTAD AVANZA,Presidente
senado,De Relaciones Exteriores y Culto,"JUEZ, Luis Alfredo",LA LIBERTAD AVANZA,Vocal
senado,De Relaciones Exteriores y Culto,"MONTEVERDE, Agustín Aníbal",LA LIBERTAD AVANZA,Vocal
senado,De Relaciones Exteriores y Culto,"GUZMÁN CORAITA, Gonzalo",LA LIBERTAD AVANZA,Vocal
senado,De Relaciones Exteriores y Culto,"ROJAS DECUT, Sonia Elizabeth",FRENTE RENOVADOR DE LA CONCORDIA SOCIAL,Vocal
senado,De Relaciones Exteriores y Culto,"VISCHI, Eduardo Alejandro",UCR - UNIÓN CÍVICA RADICAL,Vocal
senado,De Relaciones Exteriores y Culto,"ABAD, Maximiliano",UCR - UNIÓN CÍVICA RADICAL,Vocal
senado,De Relaciones Exteriores y Culto,"SUÁREZ, Rodolfo Alejandro",UCR - UNIÓN CÍVICA RADICAL,Vocal
senado,De Relaciones Exteriores y Culto,"ANDRADA, Guillermo Eduardo",CONVICCIÓN FEDERAL,Vocal
senado,De Relaciones Exteriores y Culto,"LEWANDOWSKI, Marcelo Néstor",JUSTICIALISTA,Vocal
senado,De Relaciones Exteriores y Culto,"MANZUR, Juan Luis",JUSTICIALISTA,Vocal
senado,De Relaciones Exteriores y Culto,"CAPITANICH, Jorge Milton",JUSTICIALISTA,Vocal
senado,De Relaciones Exteriores y Culto,"BAHL, Adán Humberto",JUSTICIALISTA,Vocal
senado,De Relaciones Exteriores y Culto,"DI TULLIO, Juliana",JUSTICIALISTA,Vocal
senado,De Relaciones Exteriores y Culto,"FERNÁNDEZ SAGASTI, Anabel",JUSTICIALISTA,Vocal
senado,De Relaciones Exteriores y Culto,"MONTE DE OCA, María Belén",LA LIBERTAD AVANZA,Vocal
senado,De Relaciones Exteriores y Culto,"ARRASCAETA, Ivanna Marcela",LA LIBERTAD AVANZA,Vocal
senado,De Relaciones Exteriores y Culto,"LOSADA, Carolina",UCR - UNIÓN CÍVICA RADICAL,Vocal
senado,De Relaciones Exteriores y Culto,"GOERLING LARA, Enrique Martín",FRENTE PRO,Vocal
senado,De Salud,"ARRASCAETA, Ivanna Marcela",LA LIBERTAD AVANZA,Presidente
senado,De Salud,"CERVI, Mario Pablo",LA LIBERTAD AVANZA,Vocal
senado,De Salud,"MONTE DE OCA, María Belén",LA LIBERTAD AVANZA,Vocal
senado,De Salud,"ALVAREZ RIVERO, Carmen",LA LIBERTAD AVANZA,Vocal
senado,De Salud,"GALARETTO, Eduardo Horacio",UCR - UNIÓN CÍVICA RADICAL,Vocal
senado,De Salud,"VALENZUELA, Mercedes Gabriela",UCR - UNIÓN CÍVICA RADICAL,Vocal
senado,De Salud,"TERENZI, Edith Elizabeth",DESPIERTA CHUBUT,Vocal
senado,De Salud,"ARCE, Carlos Omar",FRENTE RENOVADOR DE LA CONCORDIA SOCIAL,Vicepresidente
senado,De Salud,"MOISÉS, María Carolina",CONVICCIÓN FEDERAL,Vocal
senado,De Salud,"ANDRADA, Guillermo Eduardo",CONVICCIÓN FEDERAL,Vocal
senado,De Salud,"CORPACCI, Lucía Benigna",JUSTICIALISTA,Vocal
senado,De Salud,"GIMÉNEZ NAVARRO, María Celeste",JUSTICIALISTA,Vocal
senado,De Salud,"MANZUR, Juan Luis",JUSTICIALISTA,Vocal
senado,De Salud,"FERNÁNDEZ SAGASTI, Anabel",JUSTICIALISTA,Vocal
senado,De Salud,"GONZÁLEZ, María Teresa Margarita",JUSTICIALISTA,Vocal
senado,De Salud,"MORENO, Elia Esther del Carmen",FRENTE CÍVICO POR SANTIAGO,Vocal
senado,De Salud,"PAOLTRONI, Francisco Manuel",LA LIBERTAD AVANZA,Vocal
senado,De Seguridad Interior y Narcotráfico,"LOSADA, Carolina",UCR - UNIÓN CÍVICA RADICAL,Presidente
senado,De Seguridad Interior y Narcotráfico,"OROZCO, María Emilia",LA LIBERTAD AVANZA,Vocal
senado,De Seguridad Interior y Narcotráfico,"PAOLTRONI, Francisco Manuel",LA LIBERTAD AVANZA,Vocal
senado,De Seguridad Interior y Narcotráfico,"PAGOTTO, Juan Carlos",LA LIBERTAD AVANZA,Vocal
senado,De Seguridad Interior y Narcotráfico,"GUZMÁN CORAITA, Gonzalo",LA LIBERTAD AVANZA,Vocal
senado,De Seguridad Interior y Narcotráfico,"COTO, Agustín Pedro",LA LIBERTAD AVANZA,Vocal
senado,De Seguridad Interior y Narcotráfico,"GALARETTO, Eduardo Horacio",UCR - UNIÓN CÍVICA RADICAL,Vocal
senado,De Seguridad Interior y Narcotráfico,"SCHNEIDER, Silvana Lorena",UCR - UNIÓN CÍVICA RADICAL,Vocal
senado,De Seguridad Interior y Narcotráfico,"ESPÍNOLA, Carlos Mauricio",PROVINCIAS UNIDAS,Vocal
senado,De Seguridad Interior y Narcotráfico,"CORROZA, Julieta",LA NEUQUINIDAD,Vocal
senado,De Seguridad Interior y Narcotráfico,"GOERLING LARA, Enrique Martín",FRENTE PRO,Vocal
senado,De Seguridad Interior y Narcotráfico,"BAHL, Adán Humberto",JUSTICIALISTA,Vocal
senado,De Seguridad Interior y Narcotráfico,"FERNÁNDEZ SAGASTI, Anabel",JUSTICIALISTA,Vocal
senado,De Seguridad Interior y Narcotráfico,"LEWANDOWSKI, Marcelo Néstor",JUSTICIALISTA,Vocal
senado,De Seguridad Interior y Narcotráfico,"LINARES, Carlos Alberto",JUSTICIALISTA,Vocal
senado,De Seguridad Interior y Narcotráfico,"SORIA, Martín",JUSTICIALISTA,Vocal
senado,"De Sistemas, Medios de Comunicación y Libertad de Expresión","MOISÉS, María Carolina",CONVICCIÓN FEDERAL,Presidente
senado,"De Sistemas, Medios de Comunicación y Libertad de Expresión","BEDIA, Vilma Facunda",LA LIBERTAD AVANZA,Vocal
senado,"De Sistemas, Medios de Comunicación y Libertad de Expresión","GODOY, Juan Cruz",LA LIBERTAD AVANZA,Vocal
senado,"De Sistemas, Medios de Comunicación y Libertad de Expresión","CERVI, Mario Pablo",LA LIBERTAD AVANZA,Vocal
senado,"De Sistemas, Medios de Comunicación y Libertad de Expresión","FULLONE, Enzo Paolo",LA LIBERTAD AVANZA,Vocal
senado,"De Sistemas, Medios de Comunicación y Libertad de Expresión","LOSADA, Carolina",UCR - UNIÓN CÍVICA RADICAL,Vocal
senado,"De Sistemas, Medios de Comunicación y Libertad de Expresión","KRONEBERGER, Daniel Ricardo",UCR - UNIÓN CÍVICA RADICAL,Vocal
senado,"De Sistemas, Medios de Comunicación y Libertad de Expresión","FAMA, Flavio Sergio",UCR - UNIÓN CÍVICA RADICAL,Vocal
senado,"De Sistemas, Medios de Comunicación y Libertad de Expresión","ANDRADA, Guillermo Eduardo",CONVICCIÓN FEDERAL,Vocal
senado,"De Sistemas, Medios de Comunicación y Libertad de Expresión","BULLRICH, Patricia",LA LIBERTAD AVANZA,Vocal
senado,"De Sistemas, Medios de Comunicación y Libertad de Expresión","GIMÉNEZ NAVARRO, María Celeste",JUSTICIALISTA,Vocal
senado,"De Sistemas, Medios de Comunicación y Libertad de Expresión","NEDER, José Emilio",JUSTICIALISTA,Vocal
senado,"De Sistemas, Medios de Comunicación y Libertad de Expresión","MAYANS, José Miguel Ángel",JUSTICIALISTA,Vocal
senado,"De Sistemas, Medios de Comunicación y Libertad de Expresión","SORIA, Martín",JUSTICIALISTA,Vocal
senado,"De Sistemas, Medios de Comunicación y Libertad de Expresión","SALINO, Fernando Aldo",JUSTICIA SOCIAL FEDERAL,Vocal
senado,"De Sistemas, Medios de Comunicación y Libertad de Expresión","MORENO, Elia Esther del Carmen",FRENTE CÍVICO POR SANTIAGO,Vocal
senado,"De Sistemas, Medios de Comunicación y Libertad de Expresión","COTO, Agustín Pedro",LA LIBERTAD AVANZA,Vocal
senado,De Trabajo y Previsión Social,"ALVAREZ RIVERO, Carmen",LA LIBERTAD AVANZA,Presidente
senado,De Trabajo y Previsión Social,"GODOY, Juan Cruz",LA LIBERTAD AVANZA,Vocal
senado,De Trabajo y Previsión Social,"OLIVERA LUCERO, Bruno Antonio",LA LIBERTAD AVANZA,Vocal
senado,De Trabajo y Previsión Social,"VISCHI, Eduardo Alejandro",UCR - UNIÓN CÍVICA RADICAL,Vocal
senado,De Trabajo y Previsión Social,"SCHNEIDER, Silvana Lorena",UCR - UNIÓN CÍVICA RADICAL,Vocal
senado,De Trabajo y Previsión Social,"ROJAS DECUT, Sonia Elizabeth",FRENTE RENOVADOR DE LA CONCORDIA SOCIAL,Vocal
senado,De Trabajo y Previsión Social,"CARAMBIA, José María",MOVERE POR SANTA CRUZ,Vocal
senado,De Trabajo y Previsión Social,"ROYÓN, Flavia Gabriela",PRIMERO LOS SALTEÑOS,Vocal
senado,De Trabajo y Previsión Social,"MOISÉS, María Carolina",CONVICCIÓN FEDERAL,Vocal
senado,De Trabajo y Previsión Social,"BENEGAS LYNCH, Joaquín Alberto",LA LIBERTAD AVANZA,Vocal
senado,De Trabajo y Previsión Social,"HUALA, María Victoria",FRENTE PRO,Vocal
senado,De Trabajo y Previsión Social,"SUÁREZ, Rodolfo Alejandro",UCR - UNIÓN CÍVICA RADICAL,Vocal
senado,De Trabajo y Previsión Social,"DI TULLIO, Juliana",JUSTICIALISTA,Vocal
senado,De Trabajo y Previsión Social,"RECALDE, Mariano",JUSTICIALISTA,Vocal
senado,De Trabajo y Previsión Social,"CAPITANICH, Jorge Milton",JUSTICIALISTA,Vocal
senado,De Trabajo y Previsión Social,"GONZÁLEZ, María Teresa Margarita",JUSTICIALISTA,Vocal
senado,De Trabajo y Previsión Social,"LEWANDOWSKI, Marcelo Néstor",JUSTICIALISTA,Vocal
senado,De Turismo,"JURI, Mariana",UCR - UNIÓN CÍVICA RADICAL,Presidente
senado,De Turismo,"BEDIA, Vilma Facunda",LA LIBERTAD AVANZA,Vocal
senado,De Turismo,"MONTE DE OCA, María Belén",LA LIBERTAD AVANZA,Vocal
senado,De Turismo,"FULLONE, Enzo Paolo",LA LIBERTAD AVANZA,Vocal
senado,De Turismo,"ALMEIDA, Romina María",LA LIBERTAD AVANZA,Vocal
senado,De Turismo,"VALENZUELA, Mercedes Gabriela",UCR - UNIÓN CÍVICA RADICAL,Vocal
senado,De Turismo,"FAMA, Flavio Sergio",UCR - UNIÓN CÍVICA RADICAL,Vocal
senado,De Turismo,"ARCE, Carlos Omar",FRENTE RENOVADOR DE LA CONCORDIA SOCIAL,Vocal
senado,De Turismo,"VIGO, Alejandra María",PROVINCIAS UNIDAS,Vocal
senado,De Turismo,"CORROZA, Julieta",LA NEUQUINIDAD,Vocal
senado,De Turismo,"RECALDE, Mariano",JUSTICIALISTA,Vocal
senado,De Turismo,"LÓPEZ, Cándida Cristina",JUSTICIALISTA,Vocal
senado,De Turismo,"KIRCHNER, Alicia Margarita Antonia",JUSTICIALISTA,Vocal
senado,De Turismo,"MARKS, Ana Inés",JUSTICIALISTA,Vocal
senado,De Turismo,"DI TULLIO, Juliana",JUSTICIALISTA,Vocal
senado,De Turismo,"ZAMORA, Gerardo",FRENTE CÍVICO POR SANTIAGO,Vocal
senado,De Turismo,"OROZCO, María Emilia",LA LIBERTAD AVANZA,Vocal
diputados,Asuntos Constitucionales,"Mayoraz, Nicolás",LA LIBERTAD AVANZA,Presidente
diputados,Asuntos Constitucionales,"Giuliano, Diego A.",UNIÓN POR LA PATRIA,Presidente
diputados,Asuntos Constitucionales,"González, Diógenes Ignacio",UCR - UNIÓN CÍVICA RADICAL,Presidente
diputados,Asuntos Constitucionales,"Sánchez Wrba, Javier",PRO,Secretario/a
diputados,Asuntos Constitucionales,"Castelnuovo, Giselle",LA LIBERTAD AVANZA,Secretario/a
diputados,Asuntos Constitucionales,"Parola, María Graciela",UNIÓN POR LA PATRIA,Secretario/a
diputados,Asuntos Constitucionales,"Ajmechet, Sabrina",LA LIBERTAD AVANZA,Vocal
diputados,Asuntos Constitucionales,"Alí, Ernesto Pipi",UNIÓN POR LA PATRIA,Vocal
diputados,Asuntos Constitucionales,"Arrúa, Alberto",INNOVACIÓN FEDERAL,Vocal
diputados,Asuntos Constitucionales,"Bianchetti, Emmanuel",PRO,Vocal
diputados,Asuntos Constitucionales,"Bongiovanni, Alejandro",LA LIBERTAD AVANZA,Vocal
diputados,Asuntos Constitucionales,"Brizuela, Adrián",LA LIBERTAD AVANZA,Vocal
diputados,Asuntos Constitucionales,"Brügge, Juan Fernando",PROVINCIAS UNIDAS,Vocal
diputados,Asuntos Constitucionales,"Cámpora, Lucía",UNIÓN POR LA PATRIA,Vocal
diputados,Asuntos Constitucionales,"Coletta, Mariela",PROVINCIAS UNIDAS,Vocal
diputados,Asuntos Constitucionales,"Emma, Nicolás",LA LIBERTAD AVANZA,Vocal
diputados,Asuntos Constitucionales,"Fargosi, Alejandro",LA LIBERTAD AVANZA,Vocal
diputados,Asuntos Constitucionales,"Farías, Pablo",PROVINCIAS UNIDAS,Vocal
diputados,Asuntos Constitucionales,"Félix, Emir",UNIÓN POR LA PATRIA,Vocal
diputados,Asuntos Constitucionales,"Ferreyra, Alida",LA LIBERTAD AVANZA,Vocal
diputados,Asuntos Constitucionales,"Flores, Maria Gabriela",LA LIBERTAD AVANZA,Vocal
diputados,Asuntos Constitucionales,"Galmarini, Sebastián",UNIÓN POR LA PATRIA,Vocal
diputados,Asuntos Constitucionales,"García, María Teresa",UNIÓN POR LA PATRIA,Vocal
diputados,Asuntos Constitucionales,"Grabois, Juan",UNIÓN POR LA PATRIA,Vocal
diputados,Asuntos Constitucionales,"Leiva, Aldo",UNIÓN POR LA PATRIA,Vocal
diputados,Asuntos Constitucionales,"Llano, Mercedes",LA LIBERTAD AVANZA,Vocal
diputados,Asuntos Constitucionales,"Pareja, Sebastián",LA LIBERTAD AVANZA,Vocal
diputados,Asuntos Constitucionales,"Patiño Brizuela, Marcos",LA LIBERTAD AVANZA,Vocal
diputados,Asuntos Constitucionales,"Pauli, Santiago",LA LIBERTAD AVANZA,Vocal
diputados,Asuntos Constitucionales,"Propato, Agustina Lucrecia",UNIÓN POR LA PATRIA,Vocal
diputados,Asuntos Constitucionales,"Quintar, Manuel",LA LIBERTAD AVANZA,Vocal
diputados,Asuntos Constitucionales,"Siley, Vanesa Raquel",UNIÓN POR LA PATRIA,Vocal
diputados,Asuntos Constitucionales,"Taiana, Jorge",UNIÓN POR LA PATRIA,Vocal
diputados,Asuntos Constitucionales,"Treffinger, César",LA LIBERTAD AVANZA,Vocal
diputados,Asuntos Constitucionales,"Valdés, Eduardo Félix",UNIÓN POR LA PATRIA,Vocal
diputados,Legislación General,"Santurio, Santiago",LA LIBERTAD AVANZA,Presidente
diputados,Legislación General,"Marín, Varinia Lis",UNIÓN POR LA PATRIA,Presidente
diputados,Legislación General,"González, Diógenes Ignacio",UCR - UNIÓN CÍVICA RADICAL,Presidente
diputados,Legislación General,"Giampieri, Antonela",PRO,Secretario/a
diputados,Legislación General,"Cámpora, Lucía",UNIÓN POR LA PATRIA,Secretario/a
diputados,Legislación General,"Macyszyn, Lorena",LA LIBERTAD AVANZA,Secretario/a
diputados,Legislación General,"Ferraro, Maximiliano",COALICION CIVICA,Secretario/a
diputados,Legislación General,"Bianchetti, Emmanuel",PRO,Vocal
diputados,Legislación General,"Capozzi, Sergio Eduardo",PROVINCIAS UNIDAS,Vocal
diputados,Legislación General,"Carignano, Florencia",UNIÓN POR LA PATRIA,Vocal
diputados,Legislación General,"Carrancio, Alejandro",LA LIBERTAD AVANZA,Vocal
diputados,Legislación General,"Castelnuovo, Giselle",LA LIBERTAD AVANZA,Vocal
diputados,Legislación General,"Coletta, Mariela",PROVINCIAS UNIDAS,Vocal
diputados,Legislación General,"Ferreyra, Alida",LA LIBERTAD AVANZA,Vocal
diputados,Legislación General,"Hadad, Raúl",UNIÓN POR LA PATRIA,Vocal
diputados,Legislación General,"Huesen, Gerardo",LA LIBERTAD AVANZA,Vocal
diputados,Legislación General,"Llano, Mercedes",LA LIBERTAD AVANZA,Vocal
diputados,Legislación General,"Longo, Johanna Sabrina",LA LIBERTAD AVANZA,Vocal
diputados,Legislación General,"Luque, Juan Pablo",UNIÓN POR LA PATRIA,Vocal
diputados,Legislación General,"Mango, Marcelo",UNIÓN POR LA PATRIA,Vocal
diputados,Legislación General,"Medina, Gladys",INDEPENDENCIA,Vocal
diputados,Legislación General,"Ojeda, Joaquín",LA LIBERTAD AVANZA,Vocal
diputados,Legislación General,"Parola, María Graciela",UNIÓN POR LA PATRIA,Vocal
diputados,Legislación General,"Pedrali, Gabriela",UNIÓN POR LA PATRIA,Vocal
diputados,Legislación General,"Sand, Nancy",UNIÓN POR LA PATRIA,Vocal
diputados,Legislación General,"Snopek, Guillermo",UNIÓN POR LA PATRIA,Vocal
diputados,Legislación General,"Vancsik, Daniel",INNOVACIÓN FEDERAL,Vocal
diputados,Legislación General,"Vásquez, Patricia",LA LIBERTAD AVANZA,Vocal
diputados,Legislación General,"Villaverde, Lorena",LA LIBERTAD AVANZA,Vocal
diputados,Legislación General,"Visconti, Gino",LA LIBERTAD AVANZA,Vocal
diputados,Legislación General,"Zaracho, Natalia",UNIÓN POR LA PATRIA,Vocal
diputados,Relaciones Exteriores y Culto,"Santillán Juárez Brahim, Juliana",LA LIBERTAD AVANZA,Presidente
